% Model,200309_CounterPump6 _temp5.mph
% Version,COMSOL 5.6.0.280
% Date,"Mar 30 2022, 16:42"
% Dimension,3
% Nodes,20763
% Expressions,1
% Description,
% Length unit,cm
% X,Y,Z,u1 (1)
0.7041977559886275,1.3244260931158662,-1.861065979002373E-18,0.2388809458609395
0.7287743982980572,1.2735445625559494,0,0.28128570577474915
0.7115112476810753,1.2827239445690088,0,0.28140785288415643
0.6575661614567828,1.3481860772803465,-9.305329895011864E-18,0.238913111672771
0.6825579673126712,1.2981193510582127,-1.734723475976807E-18,0.281939151725698
0.6649846659254809,1.3066900279113702,0,0.28210211089312065
0.6974591219725552,1.2682674854086438,-8.673617379884035E-19,0.30402687912842724
0.7075497731685596,1.2480526248360788,8.673617379884035E-19,0.31842159119155417
0.6727133211643873,1.265802683702296,8.673617379884035E-19,0.31935704479399285
0.6696554247862511,1.2824341767151024,-8.673617379884035E-19,0.30477348411250904
0.716119393554645,1.25834520846628,-1.734723475976807E-18,0.3036844591833203
0.6781230779910467,1.2384605650944722,-8.673617379884035E-19,0.3403184617657101
0.693177042072473,1.2307901872792104,-8.673617379884035E-19,0.33991422183538467
0.6355112092343675,1.3210645308849098,0,0.2827018585934105
0.6506599016772594,1.2916984854887819,-1.734723475976807E-18,0.30516001906902324
0.6609181786367148,1.271812609000559,8.673617379884035E-19,0.31980557819838407
0.7499990234275549,1.2990365002758202,0,0.23895804096587173
0.6101042398320202,1.3703164527692606,0,0.23905453840136612
0.6863251480390617,1.2225606871162078,4.3368086899420177E-19,0.35020525204151176
0.41344542929081424,1.4418939206679382,0,0.23871929724126117
0.3958017339583581,1.410832629551527,-2.6020852139652106E-18,0.28341016939360997
0.43627908454904984,1.399226711882076,8.673617379884035E-19,0.2832465428938758
0.4089341645087767,1.3715654574003282,1.734723475976807E-18,0.3219449336841519
0.37816808184091627,1.3798088099274723,0,0.3223888141602482
0.39151486927402446,1.4032980129348933,-2.6020852139652106E-18,0.2929626228269069
0.36289263328573823,1.455438853352461,0,0.2387553074089465
0.34505937991959185,1.4237107846790744,1.734723475976807E-18,0.28392856276674777
0.3859191362082318,1.413523572456562,-2.6020852139652106E-18,0.2834764632587398
0.39045865253396106,1.41828654111321,-8.673617379884035E-19,0.2760011146230661
0.44077363121809293,1.403824981362952,-2.6020852139652106E-18,0.275860184819946
0.41794556179376363,1.3808180585043976,0,0.3090262293923502
0.3673956822306492,1.3944321227708083,0,0.3096301601207333
0.339670939600731,1.4309838750509978,-1.734723475976807E-18,0.2765006314984664
0.46352549156242095,1.4265847744427305,0,0.23904185193795643
0.39504112742709785,1.3575635004387836,-1.734723475976807E-18,0.3385445666074961
0.31186710354719305,1.4672195724962986,0,0.23914988244101246
0.5776719967240356,1.3465682961008438,0,0.28356389794743375
0.5548024169199741,1.3558083711334776,0,0.2832952771145558
0.5487697120178258,1.3254049130134349,-4.3368086899420177E-19,0.31827696944392286
0.5412786664490279,1.319919676510189,0,0.3265246518247171
0.5452397536160511,1.322820139432427,0,0.32248327149245576
0.4991921643777711,1.3404967848816143,0,0.32269107001353187
0.4983865114032031,1.3363850209470765,-4.3368086899420177E-19,0.3267182108477133
0.529139678505962,1.3661769756517914,1.734723475976807E-18,0.2836508236984794
0.5059616690717434,1.3746135460683448,1.734723475976807E-18,0.2834358817068865
0.4999457490672768,1.3442538150790608,0,0.31854664363335367
0.5434874050284179,1.3275391416851339,0,0.318350153613711
0.5618991861524055,1.3907777046466656,0,0.23893639587350016
0.5130396033958724,1.4095338118711556,0,0.2389321670523636
0.4963801708595181,1.3415762466569172,-4.3368086899420177E-19,0.3227752655224129
0.47995283121096965,1.3840805105498242,1.734723475976807E-18,0.2838516631562544
0.4945922024659005,1.3462024540684874,0,0.3186322262871075
0.5128075105080666,1.2990719827640107,1.734723475976807E-18,0.3550129382696267
0.44677027434415345,1.3962888507972928,1.734723475976807E-18,0.2828654857082573
0.4405894596940035,1.3980196721042724,-3.469446951953614E-18,0.28300950207126796
0.4402414782604883,1.3844838168743843,-8.673617379884035E-19,0.29786501042782976
0.43001505712588595,1.3659929271518556,-1.734723475976807E-18,0.3211124966351587
0.4175995475991344,1.3692748471181795,1.734723475976807E-18,0.32144171803170785
0.41695746495855573,1.3423828593060385,0,0.34664265247791237
0.41325983990761855,1.3356970035064184,0,0.35378288471866043
1.26334692450054,0.7487546336250863,3.469446951953614E-18,0.27958349380127634
1.2499383535139335,0.7702131289505065,0,0.2795494022385425
1.229950364273347,0.7475901944833623,-2.1684043449710089E-19,0.3133169977106474
1.2252068941993852,0.747424803731017,-2.1684043449710089E-19,0.3177188265216068
1.2276573487252593,0.7475102438226173,0,0.31559704549809625
1.2000997352123466,0.7899463587605495,4.3368086899420177E-19,0.31618616769946595
1.1986602931724233,0.7883040551895556,0,0.3182863354616882
1.2356091469426809,0.7931449695272048,0,0.27988980406702607
1.2214601044163746,0.8141225891397166,3.469446951953614E-18,0.2798712803369573
1.201495902412209,0.7915151025374244,0,0.31392953041529054
1.2281682429163985,0.750442224192241,-2.1684043449710089E-19,0.3133593334370164
1.2720646147312356,0.7948867435614069,0,0.23892778263249942
1.2435609451601024,0.8387796952317916,0,0.23893904971220878
1.1991536791541266,0.7914031954930025,0,0.31623060350620713
1.2063395853582741,0.8365405369658565,3.469446951953614E-18,0.2802283188890967
1.1996153656352704,0.7943032194789496,0,0.31397393524858386
1.29903650027582,0.7499990234275553,0,0.238948720109111
1.1919677729499796,0.7462658540201484,0,0.34617111402592843
1.2135254915624212,0.8816778784387101,0,0.23898252134823916
1.1137357825855243,0.8479580030499998,0,0.35143259576837005
1.1366412143043942,0.855697962522812,8.673617379884035E-19,0.33067794009656465
1.121520895380451,0.874369544647464,8.673617379884035E-19,0.33080021362853673
1.1636306370739729,0.8648179407443549,0,0.30086170745679364
1.175083352933408,0.868687920480761,-8.673617379884035E-19,0.2884108848487053
1.167686099140359,0.8781556279356679,-8.673617379884035E-19,0.2882962450938873
1.1311923531610568,0.905893698796741,0,0.30139518676265464
1.1428565076900383,0.9099348955738009,8.673617379884035E-19,0.2887946067240107
1.1351334425591437,0.919138770243546,8.673617379884035E-19,0.2887106410290937
1.1410048420005785,0.8937765806237747,0,0.3013158360774026
1.1037046548983747,0.896370231206189,8.673617379884035E-19,0.33156433714313943
1.1004242008585483,0.864396035387444,0,0.35200351827159804
1.1092102341213683,0.9500324578475147,-8.673617379884035E-19,0.28931196308166207
1.1075700071014551,0.9340453599381422,0,0.3019431373627177
1.182008360481702,0.9234995599414131,-4.990705991888196E-19,0.23886356805227502
1.1490718010756824,0.9641718286247901,-2.495352995944098E-18,0.23887824923865703
1.098199075675381,0.8427080045648631,1.734723475976807E-18,0.365783687091817
1.114715813344362,1.0036946844888406,0,0.23902656490738503
0.7500895787029367,1.25351975202327,0,0.28883142566841014
0.7501764410114917,1.2098592384368871,-7.589415207398531E-19,0.3299084835236689
0.7718227517539218,1.239939545713412,-2.6020852139652106E-18,0.2892536806250147
0.7501839839523011,1.2060678509505312,-2.1684043449710089E-19,0.33306513582612346
0.7922108188091548,1.178776020068978,-2.1684043449710089E-19,0.3331084071014987
0.7931594489568964,1.1800926412655348,-7.589415207398531E-19,0.3316449536432078
0.7501801339783186,1.20800300377072,-7.589415207398531E-19,0.33160070168418654
0.794479914605055,1.2257819744654113,0,0.28878374985795974
0.7940896766847723,1.1813868029797925,6.505213034913027E-19,0.3299142858791955
0.8157260565326475,1.2114518182700844,0,0.2892616758068435
0.7519867390557878,1.2087280542850745,6.505213034913027E-19,0.3298709362475981
0.7948867435614062,1.2720646147312356,0,0.23885461335550312
0.8387796952317912,1.2435609451601026,0,0.2388648945920426
0.7940730856487037,1.1794993341995872,-8.673617379884035E-19,0.33160877767365404
0.8378754820437067,1.1965124128810043,0,0.2888497828944172
0.7958594067232774,1.180193150599903,6.505213034913027E-19,0.3298813758039701
0.7502706892537004,1.16248625551817,8.673617379884035E-19,0.3663204381056345
0.8816778784387098,1.2135254915624214,0,0.23898888467549018
0.9958374599643314,0.9873952228043451,4.3368086899420177E-19,0.34970981755676384
1.0056031518244808,0.9887342009763277,4.3368086899420177E-19,0.3430348362725842
1.0025630745703178,0.9917742782304907,4.3368086899420177E-19,0.34300565915049236
1.013886167400169,0.9898698887711983,-4.3368086899420177E-19,0.33591111346581104
1.0083657476270735,0.9955866584831894,0,0.3358751294426325
1.040485798650004,1.0165878790041705,2.6020852139652106E-18,0.295739808811077
1.0601594825844214,0.9962144427325842,0,0.2958680487507559
0.9769772994177762,1.0269751066924868,0,0.3353930509884407
0.9712605297057852,1.0324955264655822,-4.3368086899420177E-19,0.33537665867350647
1.0034256357446483,1.0535418020024956,0,0.29547477853755366
1.0237990720162342,1.0338681180680782,-8.673617379884035E-19,0.29553319750499174
0.9685961088726402,1.0257412439281686,4.3368086899420177E-19,0.34248397861987373
0.965454751403915,1.0177779313647617,4.3368086899420177E-19,0.3492431857220424
0.9861453966807405,1.0702285286362652,0,0.29532738763375654
1.0790020351598282,1.041994992207988,-1.4026171059423992E-18,0.2389077200685672
1.0419949922079879,1.0790020351598286,-7.013085529711996E-18,0.23891791660427827
0.9510468210645397,0.9812539592200711,-2.6020852139652106E-18,0.38029722873704863
1.0036946844888408,1.1147158133443622,0,0.23905715451451823
0.8995578109824276,1.0771849924699972,8.673617379884035E-19,0.34842147207576696
0.9120127670604001,1.0816737456831587,8.673617379884035E-19,0.33852246946143794
0.9071482910781079,1.0856130170185538,8.673617379884035E-19,0.33852874568913827
0.9218067145332723,1.085203474163385,0,0.32898970539784084
0.9132398470480783,1.0923920200671424,4.3368086899420177E-19,0.32898557446775345
0.9354070746031781,1.117029993506556,1.734723475976807E-18,0.2929935985058342
0.9578537257746206,1.0981947795137603,-3.469446951953614E-18,0.2930044222458823
0.8812572322083494,1.1182916644127534,4.3368086899420177E-19,0.32905092120554885
0.8724447920062472,1.1251769486298135,0,0.3290614017077449
0.8946660700066795,1.14988166983105,1.734723475976807E-18,0.2930260292217787
0.9177561635009064,1.13184105308243,-1.734723475976807E-18,0.29299856852190176
0.8713404983770232,1.1146103050891782,8.673617379884035E-19,0.33860190801349466
0.869936168949357,1.1011727119680454,8.673617379884035E-19,0.3484819948843211
0.8765091884078665,1.1640678983258002,-3.469446951953614E-18,0.29306110418492964
0.9641718286247899,1.1490718010756822,-1.811309932085733E-18,0.2389660085145005
0.9234995599414129,1.1820083604817022,-9.056549660428666E-18,0.23894325190149118
0.8661718083461795,1.0651527118525563,0,0.37521248203156954
1.261671549692903,0.6784724221631255,0,0.3205816746643714
1.2769331368422687,0.674784455198101,0,0.3072040123437704
1.266760673969941,0.6684844533931895,0,0.3204826106835083
1.3244260931158662,0.7041977559886284,1.5605670325173004E-18,0.23893281721730653
1.2952732423862194,0.6861779846241478,1.734723475976807E-18,0.282410349608728
1.2803540249843617,0.7142357227953404,-3.469446951953614E-18,0.28255556978061
1.3481860772803465,0.6575661614567834,7.802835162586502E-18,0.2389912791383804
1.318858704526285,0.639457466679366,1.734723475976807E-18,0.2825317502427373
1.3049288134866246,0.6680192918099546,0,0.2826318239503771
1.292310365437119,0.6446049448122932,0,0.30742430361617434
1.2514869691075305,0.6589763858186155,0,0.338182719617788
1.2682629103066052,0.6910900655709533,-8.673617379884035E-19,0.3072884063004942
1.3004056500407153,0.628006386893071,-8.673617379884035E-19,0.3073661462951749
1.2622944151497766,0.6377655786784235,0,0.33833754504848235
1.2854315338573832,0.6318408276312806,0,0.32075008589570986
1.327873993313322,0.6209725337316504,-3.469446951953614E-18,0.28278244293302235
1.3703164527692608,0.6101042398320204,0,0.23912410587233243
1.242989074401444,0.6427091215309105,3.469446951953614E-18,0.35272322651408045
0.1834897018143904,1.4381733944711192,0,0.3017468531917482
0.20355396794725095,1.4483498732883484,8.673617379884035E-19,0.2863388123835068
0.20171486209296502,1.4352868126605725,0,0.30190074595611605
0.20877017328934114,1.485400272791921,9.488389795165397E-19,0.2388618158048506
0.20519620883334738,1.4600511601051331,8.673617379884035E-19,0.27210887237875364
0.17014112157431893,1.4649771823560438,-1.734723475976807E-18,0.2720528458185954
0.26046169402698965,1.4772131402103648,4.744194897582699E-18,0.2388675735902296
0.2568372916778847,1.4515455751995492,-2.6020852139652106E-18,0.2724768291688524
0.22197569792069,1.4576932673407421,0,0.27223377452025127
0.22829666225910528,1.4444310154976443,8.673617379884035E-19,0.28669277261927584
0.19626858065812286,1.4125135601086358,0,0.32708983589660706
0.1984747127720627,1.4121641431084875,0,0.32710846441698144
0.17653056099618517,1.4521472651748022,-8.673617379884035E-19,0.2862956224030045
0.25517090815962784,1.4396918578023932,-8.673617379884035E-19,0.2868801395663887
0.23518122255203888,1.429986261889563,0,0.3023795038750849
0.27352416304961596,1.4486029171929307,-1.734723475976807E-18,0.272691254287311
0.19683828205446183,1.411369606586195,0,0.32821463120433403
0.15679254133424747,1.4917809702409683,0,0.23913260908487557
0.02425965459035848,1.4263979328699086,0,0.3267572417699671
0.054969050548021946,1.4531264711964966,8.673617379884035E-19,0.29628916704744274
0.056582786252285966,1.4247035615766457,0,0.32725068621914744
0.05235975591283868,1.4990842729551177,6.713133317542986E-19,0.2389103512484092
0.05446215453727551,1.461719938326223,0,0.2864698524084268
0.012129827295179283,1.463198966434954,-2.6020852139652106E-18,0.2861613135818438
0.10462393635758782,1.496344596368774,3.356566658771493E-18,0.2389726660319034
0.10669678033855355,1.4584162448484657,2.6020852139652106E-18,0.28691717777278447
0.06444179547397315,1.4613712646193413,0,0.28652963538362286
0.06729007773149091,1.4524806057221507,8.673617379884035E-19,0.29646125237004584
0.029978750558683445,1.40904660233813,-1.734723475976807E-18,0.3431448245843593
0.05760087663649466,1.4075986567004781,-1.734723475976807E-18,0.3435665035519238
0.014989375279341766,1.4545233011690648,2.6020852139652106E-18,0.2959977755058432
0.10719670898537106,1.4496898134707232,2.6020852139652106E-18,0.29682725678985766
0.07652383503510762,1.4236582562835647,0,0.32752919885950915
0.11665818818467755,1.4577196132622663,-2.6020852139652106E-18,0.28699558545487996
0.03638948188553767,1.3895968993048626,0,0.360733449298763
9.184850993605148E-17,1.5,0,0.23894566473439316
0.37513819241677127,1.3613272060461643,-3.469446951953614E-18,0.33977400160920407
0.3435026479819822,1.4142733892712318,-8.673617379884035E-19,0.2944125609665062
0.36411570742932275,1.3797747630636827,1.734723475976807E-18,0.3261295958855785
0.3379914054882579,1.4234971677799908,0,0.2861542774681549
0.39024000937038755,1.3360523583473745,1.734723475976807E-18,0.3590758376932832
-0.24083982105873716,1.3511892655630455,0,0.37509507508266676
-0.2536623194663814,1.3491583813291883,0,0.3747715823526369
-0.24131779068752052,1.3858915900733209,8.673617379884035E-19,0.3458614972329471
-0.21787470192444788,1.3896046105665387,8.673617379884035E-19,0.346452931799223
-0.19881618119649275,1.4214851179020072,-1.734723475976807E-18,0.3165412814311419
-0.2311624616219624,1.4169397434765298,0,0.3160915596964504
-0.22500489340510152,1.435399135830417,1.734723475976807E-18,0.2975453513452284
-0.18733362162934808,1.4406927904037536,1.734723475976807E-18,0.29806910831104283
-0.25059697278696447,1.41386161930268,0,0.3158764997152987
-0.28276471150678767,1.408188976912744,-1.734723475976807E-18,0.3155222470550399
-0.2766315357006868,1.4268023768870142,8.673617379884035E-19,0.29713589884847263
-0.23916819797571906,1.4334088753884515,8.673617379884035E-19,0.29754847018793906
-0.26956622266209634,1.3814174779849822,8.673617379884035E-19,0.34554890345600875
-0.29071666310464506,1.4243185252406405,1.734723475976807E-18,0.2971808202589122
-0.20877017328934175,1.485400272791921,-1.895088789943968E-18,0.2389577373148928
-0.26046169402699026,1.4772131402103648,-9.475443949719839E-18,0.23897347760597643
-0.2484157822195476,1.3385164307293236,0,0.38424645568242666
-0.1567925413342483,1.4917809702409683,0,0.2390949852178862
-0.31186710354719377,1.4672195724962984,0,0.23914220609113684
1.3942325217377505,0.4543631561302719,-1.734723475976807E-18,0.2823540957744378
1.3625526543173474,0.4453912438990389,1.4094628242311558E-18,0.3197590436377493
1.4013702940979986,0.42946912168241247,-1.734723475976807E-18,0.282652406660989
