Epoch,Var D
0,0.0010000000474974513
100,-0.003657352179288864
200,-0.011532831005752087
300,0.0019027423113584518
400,0.00900755450129509
500,-0.008398422040045261
600,-0.01994352601468563
700,-0.02401738427579403
800,-0.02439643256366253
900,-0.022259069606661797
1000,-0.017839469015598297
1100,-0.0117330402135849
1200,-0.0047388216480612755
1300,0.0025087054818868637
1400,0.010193517431616783
1500,0.018230533227324486
1600,0.026479538530111313
1700,0.03483397513628006
1800,0.043293584138154984
1900,0.051839303225278854
2000,0.06052418053150177
2100,0.0693812370300293
2200,0.07842490077018738
2300,0.08769464492797852
2400,0.09718536585569382
2500,0.1068810373544693
2600,0.11677811294794083
2700,0.12684600055217743
2800,0.13707980513572693
2900,0.14745673537254333
3000,0.15796302258968353
3100,0.16860336065292358
3200,0.17936143279075623
3300,0.19023995101451874
3400,0.20124146342277527
3500,0.21235688030719757
3600,0.223592147231102
3700,0.2349478155374527
3800,0.24641764163970947
3900,0.2580048739910126
4000,0.2697124183177948
4100,0.28152477741241455
4200,0.2934529185295105
4300,0.3054933249950409
4400,0.3176305890083313
4500,0.32987111806869507
4600,0.34221044182777405
4700,0.3546365201473236
4800,0.3671445846557617
4900,0.379733681678772
5000,0.3924100399017334
5100,0.4051659107208252
5200,0.4179556965827942
5300,0.43071994185447693
5400,0.4434434771537781
5500,0.45614615082740784
5600,0.46886226534843445
5700,0.4816310703754425
5800,0.49449944496154785
5900,0.5075181722640991
6000,0.5207326412200928
6100,0.5341827869415283
6200,0.5479093790054321
6300,0.5619717240333557
6400,0.5764579176902771
6500,0.5914061069488525
6600,0.6067631840705872
6700,0.6222114562988281
6800,0.6370313167572021
6900,0.6505088806152344
7000,0.6621963977813721
7100,0.6722484230995178
7200,0.6806749701499939
7300,0.6873013377189636
7400,0.6921774744987488
7500,0.6956821084022522
7600,0.6981933116912842
7700,0.7000896334648132
7800,0.7015742659568787
7900,0.7028017640113831
8000,0.7038495540618896
8100,0.7047544121742249
8200,0.7055631279945374
8300,0.7062880992889404
8400,0.7069545388221741
8500,0.7075769305229187
8600,0.7081637978553772
8700,0.7087143063545227
8800,0.7092390656471252
8900,0.7097418904304504
9000,0.7102224826812744
9100,0.7106900215148926
9200,0.711146891117096
9300,0.7115850448608398
9400,0.7120062112808228
9500,0.7124253511428833
9600,0.7128157019615173
9700,0.7132043838500977
9800,0.713588535785675
9900,0.7139710187911987
10000,0.7143352627754211
10100,0.714694082736969
10200,0.7150340676307678
10300,0.7153720259666443
10400,0.715701162815094
10500,0.716008186340332
10600,0.7163182497024536
10700,0.7166286706924438
10800,0.7169252038002014
10900,0.7172114253044128
11000,0.7174893617630005
11100,0.7177543640136719
11200,0.7180148363113403
11300,0.7182794809341431
11400,0.718529462814331
11500,0.7187682390213013
11600,0.7189954519271851
11700,0.7192150950431824
11800,0.7194479703903198
11900,0.7196634411811829
12000,0.7198700308799744
12100,0.7200726270675659
12200,0.7202671766281128
12300,0.7204537391662598
12400,0.7206359505653381
12500,0.7208269834518433
12600,0.7210031151771545
12700,0.721181333065033
12800,0.7213426232337952
12900,0.7215029001235962
13000,0.7216607332229614
13100,0.7218284010887146
13200,0.7219735980033875
13300,0.7221236228942871
13400,0.7222660779953003
13500,0.7224050164222717
13600,0.7225398421287537
13700,0.7226765155792236
13800,0.7228074073791504
13900,0.7229340076446533
14000,0.7230560779571533
14100,0.7231739163398743
14200,0.7233029007911682
14300,0.7234178781509399
14400,0.7235298752784729
14500,0.7236438989639282
14600,0.7237464785575867
14700,0.7238537073135376
14800,0.7239699959754944
14900,0.7240754961967468
15000,0.7241764664649963
15100,0.7242757678031921
15200,0.7243656516075134
15300,0.7244672775268555
15400,0.7245616316795349
15500,0.7246667742729187
15600,0.7247556447982788
15700,0.7248475551605225
15800,0.7249346971511841
15900,0.7250210046768188
16000,0.7251029014587402
16100,0.7251848578453064
16200,0.7252686619758606
16300,0.7253549098968506
16400,0.7254392504692078
16500,0.7255087494850159
16600,0.7255872488021851
16700,0.7256571054458618
16800,0.7257293462753296
16900,0.7258086204528809
17000,0.7258795499801636
17100,0.7259496450424194
17200,0.7260182499885559
17300,0.726082444190979
17400,0.7261539697647095
17500,0.7262251377105713
17600,0.726288914680481
17700,0.7263553738594055
17800,0.7264149188995361
17900,0.7264760732650757
18000,0.7265437245368958
18100,0.7266039252281189
18200,0.726662278175354
18300,0.7267118692398071
18400,0.7267749309539795
18500,0.7268330454826355
18600,0.7268920540809631
18700,0.7269573211669922
18800,0.7270033359527588
18900,0.7270529270172119
19000,0.7271057963371277
19100,0.7271576523780823
19200,0.7272182703018188
19300,0.7272680997848511
19400,0.7273144721984863
19500,0.7273647785186768
19600,0.7274131178855896
19700,0.7274563312530518
19800,0.72751384973526
19900,0.7275532484054565
20000,0.7276092767715454
20100,0.7276407480239868
20200,0.727692723274231
20300,0.7277346849441528
20400,0.727777361869812
20500,0.7278357148170471
