# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.517171846726800766e+01 6.253601520830656124e-01 5.861224234104156494e+00 7.517171846726800766e+01 6.253601520830656124e-01 5.861224234104156494e+00
1.000000000000000000e+03 6.517754961236673639e-01 2.081960310740062159e+00 4.757402930408716202e-01 6.517754961236673639e-01 2.081960310740062159e+00 4.757402930408716202e-01
2.000000000000000000e+03 4.459332355139901671e-01 2.073586920769187714e+00 3.791885683313012123e-01 4.459332355139901671e-01 2.073586920769187714e+00 3.791885683313012123e-01
3.000000000000000000e+03 4.901795198768243433e-01 1.405042508077295027e+00 1.945544383488595486e-01 4.901795198768243433e-01 1.405042508077295027e+00 1.945544383488595486e-01
4.000000000000000000e+03 1.672400528367105621e-01 1.314169249888695323e-01 2.835567283909767866e-02 1.672400528367105621e-01 1.314169249888695323e-01 2.835567283909767866e-02
5.000000000000000000e+03 2.807675824801461953e-02 1.119860621342686803e-02 1.876763708423823118e-02 2.807675824801461953e-02 1.119860621342686803e-02 1.876763708423823118e-02
6.000000000000000000e+03 1.607874600834519746e-02 7.328439672353004829e-03 1.993994374061003327e-02 1.607874600834519746e-02 7.328439672353004829e-03 1.993994374061003327e-02
7.000000000000000000e+03 8.742190661830216009e-03 6.796662468999215521e-03 1.728835341054946184e-02 8.742190661830216009e-03 6.796662468999215521e-03 1.728835341054946184e-02
8.000000000000000000e+03 6.398526940522617119e-03 6.084278328401191045e-03 1.619203103473410010e-02 6.398526940522617119e-03 6.084278328401191045e-03 1.619203103473410010e-02
9.000000000000000000e+03 5.042243674693543294e-03 5.469887451339414293e-03 1.492589653935283422e-02 5.042243674693543294e-03 5.469887451339414293e-03 1.492589653935283422e-02
1.000000000000000000e+04 4.145031377210377059e-03 4.883618445368309233e-03 1.360292371828109026e-02 4.145031377210377059e-03 4.883618445368309233e-03 1.360292371828109026e-02
1.100000000000000000e+04 3.491831961918095018e-03 4.338646732935633882e-03 1.232783833984285593e-02 3.491831961918095018e-03 4.338646732935633882e-03 1.232783833984285593e-02
1.200000000000000000e+04 2.997946561811535692e-03 3.823923841018320429e-03 1.115959603339433670e-02 2.997946561811535692e-03 3.823923841018320429e-03 1.115959603339433670e-02
1.300000000000000000e+04 2.624111963118809249e-03 3.415189182796096300e-03 9.974218846764415503e-03 2.624111963118809249e-03 3.415189182796096300e-03 9.974218846764415503e-03
1.400000000000000000e+04 2.318487572386043662e-03 3.034409903429938563e-03 8.911497570807114244e-03 2.318487572386043662e-03 3.034409903429938563e-03 8.911497570807114244e-03
1.500000000000000000e+04 2.043955393433604783e-03 2.649321337760321502e-03 8.008968143258243799e-03 2.043955393433604783e-03 2.649321337760321502e-03 8.008968143258243799e-03
1.600000000000000000e+04 1.825998631168259702e-03 2.340902819110273706e-03 7.142311369534581900e-03 1.825998631168259702e-03 2.340902819110273706e-03 7.142311369534581900e-03
1.700000000000000000e+04 1.641379536769815113e-03 2.070605882505321526e-03 6.332941848086193204e-03 1.641379536769815113e-03 2.070605882505321526e-03 6.332941848086193204e-03
1.800000000000000000e+04 1.008612233468007477e-02 2.694675309635395123e-03 7.803327753208577633e-03 1.008612233468007477e-02 2.694675309635395123e-03 7.803327753208577633e-03
1.900000000000000000e+04 3.378205861867304531e-03 1.953247854068398438e-03 5.209394657867960632e-03 3.378205861867304531e-03 1.953247854068398438e-03 5.209394657867960632e-03
2.000000000000000000e+04 1.556082185503067632e-03 1.525823149028475477e-03 4.300642467569559813e-03 1.556082185503067632e-03 1.525823149028475477e-03 4.300642467569559813e-03
2.100000000000000000e+04 1.128361755839043081e-03 1.244462864430083285e-03 3.866118640871718526e-03 1.128361755839043081e-03 1.244462864430083285e-03 3.866118640871718526e-03
2.200000000000000000e+04 1.120286691040475778e-03 1.127969523777257611e-03 3.373079744051210582e-03 1.120286691040475778e-03 1.127969523777257611e-03 3.373079744051210582e-03
2.300000000000000000e+04 1.629870720739013453e-03 1.084559041067430186e-03 2.957964534289203584e-03 1.629870720739013453e-03 1.084559041067430186e-03 2.957964534289203584e-03
2.400000000000000000e+04 4.426651407033607537e-03 6.211299335575692438e-04 4.631603223970159888e-03 4.426651407033607537e-03 6.211299335575692438e-04 4.631603223970159888e-03
2.500000000000000000e+04 8.292484235012552093e-04 7.289895445170629321e-04 2.297936953254975379e-03 8.292484235012552093e-04 7.289895445170629321e-04 2.297936953254975379e-03
2.600000000000000000e+04 1.079114914105069531e-02 4.338451366575388321e-04 6.923861656105145812e-03 1.079114914105069531e-02 4.338451366575388321e-04 6.923861656105145812e-03
2.700000000000000000e+04 2.196751800088296222e-03 4.389913913346546893e-04 2.665517604327760637e-03 2.196751800088296222e-03 4.389913913346546893e-04 2.665517604327760637e-03
2.800000000000000000e+04 6.920114838678638252e-04 4.917564189872079784e-04 1.525542666058754548e-03 6.920114838678638252e-04 4.917564189872079784e-04 1.525542666058754548e-03
2.900000000000000000e+04 1.261877398280119179e-03 3.892858010535163904e-04 1.628287100174929947e-03 1.261877398280119179e-03 3.892858010535163904e-04 1.628287100174929947e-03
3.000000000000000000e+04 1.603893240365401960e-03 4.892878097048296944e-04 1.336848890787223354e-03 1.603893240365401960e-03 4.892878097048296944e-04 1.336848890787223354e-03
3.100000000000000000e+04 6.001727150437661130e-04 3.359126606927034060e-04 9.995299478759989142e-04 6.001727150437661130e-04 3.359126606927034060e-04 9.995299478759989142e-04
3.200000000000000000e+04 5.645221731137551290e-04 2.905719404214981007e-04 8.784561032371129841e-04 5.645221731137551290e-04 2.905719404214981007e-04 8.784561032371129841e-04
