# step, loss_train, loss_test, metrics_test
3.300000000000000000e+04 1.148406845818325354e-03 3.304881873189411041e-04 8.753276233619544655e-04 1.148406845818325354e-03 3.304881873189411041e-04 8.753276233619544655e-04
3.400000000000000000e+04 1.290446003898259621e-02 2.147344899660505685e-04 6.227075937204062939e-03 1.290446003898259621e-02 2.147344899660505685e-04 6.227075937204062939e-03
3.500000000000000000e+04 4.950128077513986152e-04 1.939717453131918905e-04 5.896129096072399989e-04 4.950128077513986152e-04 1.939717453131918905e-04 5.896129096072399989e-04
3.600000000000000000e+04 4.891399554682732739e-04 1.656489122345681684e-04 5.350600986275821924e-04 4.891399554682732739e-04 1.656489122345681684e-04 5.350600986275821924e-04
3.700000000000000000e+04 4.575241274000389291e-04 1.546987497203998452e-04 4.419030119606759399e-04 4.575241274000389291e-04 1.546987497203998452e-04 4.419030119606759399e-04
3.800000000000000000e+04 1.235980685163947301e-03 1.502629915915247301e-04 7.606694452988449484e-04 1.235980685163947301e-03 1.502629915915247301e-04 7.606694452988449484e-04
3.900000000000000000e+04 5.295079298326707366e-03 2.600955576430747924e-04 1.862622411863412708e-03 5.295079298326707366e-03 2.600955576430747924e-04 1.862622411863412708e-03
4.000000000000000000e+04 4.140988804333059102e-04 1.100310577242613830e-04 2.969274873976246454e-04 4.140988804333059102e-04 1.100310577242613830e-04 2.969274873976246454e-04
4.100000000000000000e+04 3.992776583196723950e-04 9.898389719818775716e-05 2.568262743807281367e-04 3.992776583196723950e-04 9.898389719818775716e-05 2.568262743807281367e-04
4.200000000000000000e+04 4.422857266715949655e-04 9.785722255972226062e-05 2.295229933224618435e-04 4.422857266715949655e-04 9.785722255972226062e-05 2.295229933224618435e-04
4.300000000000000000e+04 3.930100657212396548e-04 8.435995182625196764e-05 1.961372390724136494e-04 3.930100657212396548e-04 8.435995182625196764e-05 1.961372390724136494e-04
4.400000000000000000e+04 3.619091602841904821e-04 7.203825353254596762e-05 1.768959236869704910e-04 3.619091602841904821e-04 7.203825353254596762e-05 1.768959236869704910e-04
4.500000000000000000e+04 3.849793181429338467e-04 7.164896946776843582e-05 1.545024133520200849e-04 3.849793181429338467e-04 7.164896946776843582e-05 1.545024133520200849e-04
4.600000000000000000e+04 1.008110930051953763e-02 1.392403723168821603e-04 4.431240449775941670e-03 1.008110930051953763e-02 1.392403723168821603e-04 4.431240449775941670e-03
4.700000000000000000e+04 4.432241314077703907e-04 4.973539538585490652e-05 1.948108547367155552e-04 4.432241314077703907e-04 4.973539538585490652e-05 1.948108547367155552e-04
4.800000000000000000e+04 3.228993625777715985e-04 5.068435965776176141e-05 1.091369426831079181e-04 3.228993625777715985e-04 5.068435965776176141e-05 1.091369426831079181e-04
4.900000000000000000e+04 9.576162748400148970e-04 4.224826170766842094e-05 5.929720828135032207e-04 9.576162748400148970e-04 4.224826170766842094e-05 5.929720828135032207e-04
5.000000000000000000e+04 5.904866346761722786e-04 3.405960369582825882e-05 2.410380830042413436e-04 5.904866346761722786e-04 3.405960369582825882e-05 2.410380830042413436e-04
5.100000000000000000e+04 2.963304378649574849e-04 3.916998677678070655e-05 8.010719625417550560e-05 2.963304378649574849e-04 3.916998677678070655e-05 8.010719625417550560e-05
5.200000000000000000e+04 2.890060403492650709e-04 3.631224798085063050e-05 7.246417226269841194e-05 2.890060403492650709e-04 3.631224798085063050e-05 7.246417226269841194e-05
5.300000000000000000e+04 2.821515117139714512e-04 3.410665184084228418e-05 6.499565756712399889e-05 2.821515117139714512e-04 3.410665184084228418e-05 6.499565756712399889e-05
5.400000000000000000e+04 2.754286527133084032e-04 3.203442780549793450e-05 5.922441346228879411e-05 2.754286527133084032e-04 3.203442780549793450e-05 5.922441346228879411e-05
5.500000000000000000e+04 2.692698394597645454e-04 3.015337410708524983e-05 5.430005103335133754e-05 2.692698394597645454e-04 3.015337410708524983e-05 5.430005103335133754e-05
5.600000000000000000e+04 2.629901841375604523e-04 2.830206524492918769e-05 5.040899395680753514e-05 2.629901841375604523e-04 2.830206524492918769e-05 5.040899395680753514e-05
5.700000000000000000e+04 2.573749123621892087e-04 2.670550940433653230e-05 4.623027507477672771e-05 2.573749123621892087e-04 2.670550940433653230e-05 4.623027507477672771e-05
5.800000000000000000e+04 2.514346371888061997e-04 2.546086007617917802e-05 4.227912882015516516e-05 2.514346371888061997e-04 2.546086007617917802e-05 4.227912882015516516e-05
5.900000000000000000e+04 2.788910350026312427e-04 2.655192188214365533e-05 5.335299420039518736e-05 2.788910350026312427e-04 2.655192188214365533e-05 5.335299420039518736e-05
6.000000000000000000e+04 1.476029684806835600e-03 5.654934766951460724e-05 4.173401066509541124e-04 1.476029684806835600e-03 5.654934766951460724e-05 4.173401066509541124e-04
6.100000000000000000e+04 6.369478606376927435e-04 2.086843716280324546e-05 2.416099277979810722e-04 6.369478606376927435e-04 2.086843716280324546e-05 2.416099277979810722e-04
6.200000000000000000e+04 2.327959222607301024e-04 2.110541225203176242e-05 3.228107914310385240e-05 2.327959222607301024e-04 2.110541225203176242e-05 3.228107914310385240e-05
6.300000000000000000e+04 1.339732243173092936e-03 5.328632908388069466e-05 4.456289843801641837e-04 1.339732243173092936e-03 5.328632908388069466e-05 4.456289843801641837e-04
6.400000000000000000e+04 2.236190600107080607e-04 1.949775957879123933e-05 2.857471201878070133e-05 2.236190600107080607e-04 1.949775957879123933e-05 2.857471201878070133e-05
6.500000000000000000e+04 2.207343769751919389e-04 1.887283393996762031e-05 2.716798519486474106e-05 2.207343769751919389e-04 1.887283393996762031e-05 2.716798519486474106e-05
6.600000000000000000e+04 2.160493200449323736e-04 1.805180398882887528e-05 2.604264466299355263e-05 2.160493200449323736e-04 1.805180398882887528e-05 2.604264466299355263e-05
6.700000000000000000e+04 6.989981682770652661e-03 1.965365208908454342e-04 2.345190659980289638e-03 6.989981682770652661e-03 1.965365208908454342e-04 2.345190659980289638e-03
6.800000000000000000e+04 3.078227778811630966e-04 2.278627608371506819e-05 5.105267746330355294e-05 3.078227778811630966e-04 2.278627608371506819e-05 5.105267746330355294e-05
6.900000000000000000e+04 3.070971786714506938e-03 5.041081728316762224e-05 1.266690924239810556e-03 3.070971786714506938e-03 5.041081728316762224e-05 1.266690924239810556e-03
7.000000000000000000e+04 2.338945325310169308e-04 1.808440103699057112e-05 2.919101973475335399e-05 2.338945325310169308e-04 1.808440103699057112e-05 2.919101973475335399e-05
7.100000000000000000e+04 2.087033944195988938e-04 1.644641205677241559e-05 2.195511825675566797e-05 2.087033944195988938e-04 1.644641205677241559e-05 2.195511825675566797e-05
7.200000000000000000e+04 3.547732503159185596e-04 1.411684222982323542e-05 1.007758669402392115e-04 3.547732503159185596e-04 1.411684222982323542e-05 1.007758669402392115e-04
7.300000000000000000e+04 2.215168510510754762e-04 1.633396848984259127e-05 2.651065358350024326e-05 2.215168510510754762e-04 1.633396848984259127e-05 2.651065358350024326e-05
7.400000000000000000e+04 1.881598345314466588e-04 1.411344676213728314e-05 1.839182885987611371e-05 1.881598345314466588e-04 1.411344676213728314e-05 1.839182885987611371e-05
7.500000000000000000e+04 1.932897767016859576e-04 1.454540324880987322e-05 1.874060728823678801e-05 1.932897767016859576e-04 1.454540324880987322e-05 1.874060728823678801e-05
7.600000000000000000e+04 1.857965110258356152e-04 1.348343703677285450e-05 1.795271344917637180e-05 1.857965110258356152e-04 1.348343703677285450e-05 1.795271344917637180e-05
7.700000000000000000e+04 3.228764041322523381e-04 1.847071435903109725e-05 6.609193974327354226e-05 3.228764041322523381e-04 1.847071435903109725e-05 6.609193974327354226e-05
7.800000000000000000e+04 1.779690483278153991e-04 1.250519824771636565e-05 1.792116108845220879e-05 1.779690483278153991e-04 1.250519824771636565e-05 1.792116108845220879e-05
7.900000000000000000e+04 2.546050187423686928e-04 1.593646691690498913e-05 4.095053611763432855e-05 2.546050187423686928e-04 1.593646691690498913e-05 4.095053611763432855e-05
8.000000000000000000e+04 1.716911814410803066e-04 1.210216170636434841e-05 1.569041501170431729e-05 1.716911814410803066e-04 1.210216170636434841e-05 1.569041501170431729e-05
